Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-07-24,297.58,299.46,295.52,297.35,297.35,108760,RELIANCE.BO
2020-07-24,688.64,690.87,679.8,685.98,685.98,6989004,TCS.BO
2020-07-25,705.02,715.42,699.17,713.06,713.06,9940219,HDFCBANK.BO
2020-07-25,1160.59,1169.69,1151.7,1158.95,1158.95,4029016,ICICIBANK.BO
2020-07-25,760.06,765.87,759.78,760.81,760.81,4928193,INFY.BO
2020-07-25,310.86,312.1,309.86,309.92,309.92,3438104,RELIANCE.BO
2020-07-25,719.99,726.07,713.26,714.8,714.8,8580337,TCS.BO
2020-07-26,729.0,731.09,724.46,728.64,728.64,8473004,HDFCBANK.BO
2020-07-26,1131.78,1140.2,1130.66,1131.53,1131.53,9216694,ICICIBANK.BO
2020-07-26,757.11,761.51,751.83,760.98,760.98,4205275,INFY.BO
2020-07-26,304.65,308.25,303.8,305.4,305.4,2251090,RELIANCE.BO
2020-07-26,685.67,688.77,679.29,681.22,681.22,6336942,TCS.BO
2020-07-27,725.22,731.46,720.89,729.85,729.85,6431749,HDFCBANK.BO
2020-07-27,1130.99,1132.8,1114.97,1124.69,1124.69,7678694,ICICIBANK.BO
2020-07-27,768.49,770.57,761.23,761.86,761.86,154869,INFY.BO
2020-07-27,307.32,308.78,304.16,306.28,306.28,3200911,RELIANCE.BO
2020-07-27,675.34,676.12,668.16,673.68,673.68,2705640,TCS.BO
2020-07-28,745.45,748.32,743.92,745.66,745.66,831369,HDFCBANK.BO
2020-07-28,1140.09,1146.25,1129.38,1140.31,1140.31,4488011,ICICIBANK.BO
2020-07-28,740.8,752.84,734.27,747.41,747.41,6482392,INFY.BO
2020-07-28,305.37,307.57,303.9,304.4,304.4,7166179,RELIANCE.BO
2020-07-28,654.74,659.0,651.66,652.54,652.54,325015,TCS.BO
2020-07-29,740.57,742.87,737.51,741.93,741.93,5490459,HDFCBANK.BO
2020-07-29,1165.23,1176.88,1160.87,1169.76,1169.76,8097236,ICICIBANK.BO
2020-07-29,741.11,746.81,737.66,739.25,739.25,8411096,INFY.BO
2020-07-29,295.54,301.0,295.2,299.64,299.64,8449326,RELIANCE.BO
2020-07-29,665.53,665.72,663.64,663.84,663.84,8487115,TCS.BO
2020-07-30,747.35,750.29,746.57,746.94,746.94,5905309,HDFCBANK.BO
2020-07-30,1151.04,1154.22,1128.16,1138.02,1138.02,7081691,ICICIBANK.BO
2020-07-30,767.7,770.86,761.83,764.69,764.69,7747176,INFY.BO
2020-07-30,308.42,310.72,303.99,307.01,307.01,1639288,RELIANCE.BO
2020-07-30,670.3,675.88,669.89,672.16,672.16,7442955,TCS.BO
2020-07-31,765.44,769.86,759.09,763.46,763.46,2534996,HDFCBANK.BO
2020-07-31,1182.46,1194.31,1182.36,1189.21,1189.21,7329734,ICICIBANK.BO
2020-07-31,759.95,764.27,759.4,763.48,763.48,6006099,INFY.BO
2020-07-31,304.98,306.08,304.47,306.0,306.0,1203522,RELIANCE.BO
2020-07-31,666.17,677.65,662.98,670.97,670.97,7764504,TCS.BO
2020-08-01,745.6,746.92,736.28,740.33,740.33,6184213,HDFCBANK.BO
2020-08-01,1190.62,1191.49,1174.29,1185.2,1185.2,5644586,ICICIBANK.BO
2020-08-01,739.28,741.56,735.78,737.76,737.76,5596166,INFY.BO
2020-08-01,311.41,313.12,308.47,311.74,311.74,6647188,RELIANCE.BO
2020-08-01,670.14,670.57,664.35,670.12,670.12,3855884,TCS.BO
2020-08-02,762.71,765.8,760.19,764.04,764.04,9340617,HDFCBANK.BO
2020-08-02,1130.11,1144.67,1128.2,1134.0,1134.0,4718981,ICICIBANK.BO
2020-08-02,732.87,741.2,728.11,737.16,737.16,8474314,INFY.BO
2020-08-02,316.55,320.05,313.81,317.63,317.63,9031700,RELIANCE.BO
2020-08-02,693.39,699.67,688.45,694.18,694.18,4978862,TCS.BO
2020-08-03,799.41,803.47,797.63,798.2,798.2,5389080,HDFCBANK.BO
2020-08-03,1142.56,1146.82,1132.02,1140.56,1140.56,6944912,ICICIBANK.BO
2020-08-03,753.1,757.33,748.94,753.63,753.63,3785237,INFY.BO
2020-08-03,319.99,321.62,319.96,321.25,321.25,8662493,RELIANCE.BO
2020-08-03,695.15,699.93,692.76,692.86,692.86,8969426,TCS.BO
2020-08-04,807.9,808.96,802.05,807.56,807.56,8638164,HDFCBANK.BO
2020-08-04,1168.52,1172.3,1151.14,1160.66,1160.66,388721,ICICIBANK.BO
2020-08-04,755.52,769.76,753.67,764.59,764.59,3772051,INFY.BO
2020-08-04,316.54,320.22,314.33,317.57,317.57,4971467,RELIANCE.BO
2020-08-04,687.67,693.83,682.12,687.12,687.12,648526,TCS.BO
2020-08-05,819.87,825.58,819.17,819.63,819.63,5148050,HDFCBANK.BO
2020-08-05,1122.73,1127.31,1111.74,1123.36,1123.36,2125205,ICICIBANK.BO
2020-08-05,777.58,782.02,770.74,773.85,773.85,3545831,INFY.BO
2020-08-05,328.28,328.89,327.03,328.66,328.66,2988826,RELIANCE.BO
2020-08-05,708.61,710.5,700.56,705.79,705.79,7896146,TCS.BO
2020-08-06,818.07,824.55,808.9,811.15,811.15,2643530,HDFCBANK.BO
2020-08-06,1116.71,1121.09,1103.23,1112.44,1112.44,5047521,ICICIBANK.BO
2020-08-06,769.16,775.65,765.3,772.4,772.4,5883998,INFY.BO
2020-08-06,324.77,326.69,322.91,326.44,326.44,4104199,RELIANCE.BO
2020-08-06,727.58,732.97,723.21,725.06,725.06,7782437,TCS.BO
2020-08-07,811.26,817.7,808.86,817.03,817.03,5230712,HDFCBANK.BO
2020-08-07,1102.23,1114.18,1091.81,1106.37,1106.37,3248285,ICICIBANK.BO
2020-08-07,776.48,781.75,770.93,776.16,776.16,2443912,INFY.BO
2020-08-07,325.0,328.15,323.1,327.63,327.63,9868959,RELIANCE.BO
2020-08-07,710.0,715.4,699.24,704.02,704.02,994518,TCS.BO
2020-08-08,819.24,830.09,816.76,823.26,823.26,1942880,HDFCBANK.BO
2020-08-08,1125.3,1128.13,1119.2,1126.92,1126.92,2561364,ICICIBANK.BO
2020-08-08,781.58,786.43,777.59,782.64,782.64,3600652,INFY.BO
2020-08-08,327.0,327.45,324.5,327.18,327.18,125147,RELIANCE.BO
2020-08-08,702.75,706.46,701.38,702.22,702.22,8448635,TCS.BO
2020-08-09,811.2,821.91,804.06,815.71,815.71,1012051,HDFCBANK.BO
2020-08-09,1173.22,1182.45,1161.71,1168.64,1168.64,9989325,ICICIBANK.BO
2020-08-09,771.4,780.83,764.13,773.49,773.49,4304053,INFY.BO
2020-08-09,331.08,334.14,331.04,333.27,333.27,9107694,RELIANCE.BO
2020-08-09,734.44,738.64,727.39,729.0,729.0,5367655,TCS.BO
2020-08-10,816.7,820.71,811.87,814.19,814.19,742689,HDFCBANK.BO
2020-08-10,1156.45,1165.01,1153.14,1154.57,1154.57,1810848,ICICIBANK.BO
2020-08-10,767.3,773.61,766.49,767.14,767.14,547783,INFY.BO
2020-08-10,343.26,345.78,340.87,342.1,342.1,6918820,RELIANCE.BO
2020-08-10,718.98,728.35,711.99,726.1,726.1,4260511,TCS.BO
2020-08-11,802.94,810.59,799.75,804.9,804.9,5143103,HDFCBANK.BO
2020-08-11,1190.31,1195.61,1181.49,1193.14,1193.14,4180737,ICICIBANK.BO
2020-08-11,757.66,765.92,751.39,760.7,760.7,3474484,INFY.BO
2020-08-11,326.64,330.33,325.1,330.03,330.03,5192099,RELIANCE.BO
2020-08-11,734.32,735.76,732.32,734.0,734.0,1505441,TCS.BO
2020-08-12,798.37,802.97,781.27,789.03,789.03,6363591,HDFCBANK.BO
2020-08-12,1201.19,1201.42,1198.42,1198.53,1198.53,1314436,ICICIBANK.BO
2020-08-12,766.95,775.3,762.55,772.19,772.19,4567346,INFY.BO
2020-08-12,338.28,339.72,334.91,336.19,336.19,4603097,RELIANCE.BO
2020-08-12,739.28,751.49,738.75,746.29,746.29,1484404,TCS.BO
2020-08-13,773.07,783.57,768.66,781.42,781.42,3704922,HDFCBANK.BO
2020-08-13,1220.55,1232.91,1209.28,1224.45,1224.45,8721856,ICICIBANK.BO
2020-08-13,758.01,765.8,751.9,761.02,761.02,2723399,INFY.BO
2020-08-13,334.0,337.59,331.01,334.43,334.43,7540341,RELIANCE.BO
2020-08-13,723.8,730.65,716.7,722.72,722.72,9810003,TCS.BO
2020-08-14,793.93,796.31,792.25,795.29,795.29,219809,HDFCBANK.BO
2020-08-14,1202.02,1221.83,1198.91,1209.98,1209.98,5426077,ICICIBANK.BO
2020-08-14,779.79,782.4,772.07,776.53,776.53,9612315,INFY.BO
2020-08-14,332.44,332.53,332.13,332.53,332.53,791062,RELIANCE.BO
2020-08-14,731.91,735.18,729.04,730.7,730.7,7640517,TCS.BO
2020-08-15,780.11,786.52,776.8,778.72,778.72,6934576,HDFCBANK.BO
2020-08-15,1207.18,1218.2,1190.49,1193.1,1193.1,3573365,ICICIBANK.BO
2020-08-15,777.37,782.03,774.12,777.4,777.4,3704729,INFY.BO
2020-08-15,322.13,326.33,319.98,324.72,324.72,532886,RELIANCE.BO
2020-08-15,726.28,729.36,722.08,725.12,725.12,5663927,TCS.BO
2020-08-16,783.47,789.02,777.7,779.12,779.12,4755503,HDFCBANK.BO
2020-08-16,1245.62,1247.68,1229.28,1241.53,1241.53,2670971,ICICIBANK.BO
2020-08-16,786.08,791.6,777.06,779.0,779.0,2164769,INFY.BO
2020-08-16,320.42,321.04,316.32,319.41,319.41,3176499,RELIANCE.BO
2020-08-16,740.23,752.81,737.97,747.95,747.95,5542979,TCS.BO
2020-08-17,813.0,818.91,809.65,811.26,811.26,7708454,HDFCBANK.BO
2020-08-17,1249.48,1256.19,1243.75,1246.03,1246.03,6936097,ICICIBANK.BO
2020-08-17,755.48,760.63,749.77,760.41,760.41,3636507,INFY.BO
2020-08-17,320.47,323.17,318.23,319.24,319.24,4128358,RELIANCE.BO
2020-08-17,768.52,775.07,764.24,770.49,770.49,6589215,TCS.BO
2020-08-18,803.19,806.9,795.61,797.55,797.55,8557050,HDFCBANK.BO
2020-08-18,1284.35,1295.64,1276.51,1281.54,1281.54,2926989,ICICIBANK.BO
2020-08-18,752.67,760.28,748.73,757.83,757.83,7382318,INFY.BO
2020-08-18,318.78,320.35,315.55,318.54,318.54,6269622,RELIANCE.BO
2020-08-18,765.99,773.46,765.35,766.69,766.69,1897727,TCS.BO
2020-08-19,795.08,805.01,793.21,797.38,797.38,3493118,HDFCBANK.BO
2020-08-19,1283.48,1284.51,1279.71,1283.51,1283.51,3607513,ICICIBANK.BO
2020-08-19,760.38,766.79,757.41,758.67,758.67,9570245,INFY.BO
2020-08-19,332.06,333.59,327.71,328.43,328.43,8892423,RELIANCE.BO
2020-08-19,798.04,804.58,790.64,794.84,794.84,8548025,TCS.BO
2020-08-20,805.79,806.41,798.63,799.6,799.6,5660627,HDFCBANK.BO
2020-08-20,1295.2,1304.11,1285.38,1295.71,1295.71,4755214,ICICIBANK.BO
2020-08-20,730.37,738.16,726.51,733.46,733.46,2706198,INFY.BO
2020-08-20,335.44,336.73,328.19,331.37,331.37,2122058,RELIANCE.BO
2020-08-20,820.33,824.84,812.94,819.96,819.96,2697122,TCS.BO
2020-08-21,819.34,823.28,815.67,816.39,816.39,8049753,HDFCBANK.BO
2020-08-21,1329.73,1333.68,1313.91,1326.82,1326.82,7298239,ICICIBANK.BO
2020-08-21,740.69,745.95,729.9,731.73,731.73,1995926,INFY.BO
2020-08-21,320.23,322.05,316.39,318.94,318.94,1821731,RELIANCE.BO
2020-08-21,813.81,814.11,802.89,809.09,809.09,6337246,TCS.BO
2020-08-22,811.38,814.94,804.02,809.5,809.5,9871592,HDFCBANK.BO
2020-08-22,1350.88,1359.5,1341.81,1355.16,1355.16,6917622,ICICIBANK.BO
2020-08-22,722.79,728.33,721.17,721.84,721.84,1064215,INFY.BO
2020-08-22,327.43,329.62,324.63,328.06,328.06,4447265,RELIANCE.BO
2020-08-22,839.18,842.69,833.92,837.18,837.18,6192444,TCS.BO
2020-08-23,809.84,815.53,806.15,810.66,810.66,3141303,HDFCBANK.BO
2020-08-23,1370.51,1379.23,1367.12,1374.75,1374.75,3898695,ICICIBANK.BO
2020-08-23,741.78,746.02,732.15,732.82,732.82,711974,INFY.BO
2020-08-23,333.68,338.31,332.11,335.67,335.67,5724649,RELIANCE.BO
2020-08-23,823.02,830.43,817.13,826.32,826.32,289390,TCS.BO
2020-08-24,797.43,810.7,791.48,804.48,804.48,5077882,HDFCBANK.BO
2020-08-24,1381.81,1391.59,1361.97,1370.52,1370.52,4084461,ICICIBANK.BO
2020-08-24,729.42,732.78,721.9,728.25,728.25,6200644,INFY.BO
2020-08-24,333.86,335.67,329.22,332.34,332.34,284636,RELIANCE.BO
2020-08-24,831.96,836.23,824.56,832.04,832.04,8245898,TCS.BO
2020-08-25,824.82,827.63,817.69,820.35,820.35,4401440,HDFCBANK.BO
2020-08-25,1332.82,1344.83,1325.02,1339.09,1339.09,5484398,ICICIBANK.BO
2020-08-25,741.8,746.17,737.04,738.9,738.9,1960978,INFY.BO
2020-08-25,338.99,342.15,337.81,338.75,338.75,5875392,RELIANCE.BO
2020-08-25,858.09,859.71,840.23,848.6,848.6,3099203,TCS.BO
2020-08-26,784.2,789.13,778.87,788.89,788.89,6651659,HDFCBANK.BO
2020-08-26,1318.95,1331.75,1300.62,1311.8,1311.8,295820,ICICIBANK.BO
2020-08-26,736.93,743.57,734.29,736.11,736.11,2669354,INFY.BO
2020-08-26,339.72,342.47,338.74,341.64,341.64,6831473,RELIANCE.BO
2020-08-26,852.59,858.03,847.43,855.17,855.17,8470323,TCS.BO
2020-08-27,761.51,762.14,755.21,760.53,760.53,2238707,HDFCBANK.BO
2020-08-27,1286.77,1291.57,1276.38,1283.73,1283.73,5713868,ICICIBANK.BO
2020-08-27,761.61,768.41,755.71,759.25,759.25,9005152,INFY.BO
2020-08-27,351.08,354.32,344.51,347.27,347.27,9576379,RELIANCE.BO
2020-08-27,855.67,862.74,852.07,854.82,854.82,6775958,TCS.BO
2020-08-28,746.19,756.0,745.7,749.04,749.04,6619467,HDFCBANK.BO
2020-08-28,1289.16,1293.33,1269.88,1273.31,1273.31,8988491,ICICIBANK.BO
2020-08-28,756.35,769.42,756.25,765.03,765.03,5729808,INFY.BO
2020-08-28,359.5,362.47,358.28,359.46,359.46,3332376,RELIANCE.BO
2020-08-28,871.93,879.69,857.79,862.13,862.13,4082916,TCS.BO
2020-08-29,737.23,740.23,733.96,737.21,737.21,8203421,HDFCBANK.BO
2020-08-29,1249.76,1255.79,1233.95,1240.46,1240.46,8633757,ICICIBANK.BO
2020-08-29,770.43,775.78,765.4,770.38,770.38,3240329,INFY.BO
2020-08-29,355.32,357.31,354.21,357.29,357.29,2155870,RELIANCE.BO
2020-08-29,887.43,889.42,879.6,882.15,882.15,8887242,TCS.BO
2020-08-30,743.46,749.7,737.7,743.83,743.83,4572147,HDFCBANK.BO
2020-08-30,1247.77,1253.82,1235.5,1245.68,1245.68,1811228,ICICIBANK.BO
2020-08-30,777.98,783.48,766.38,772.37,772.37,5172551,INFY.BO
2020-08-30,373.59,374.16,369.67,370.47,370.47,7523960,RELIANCE.BO
2020-08-30,890.1,901.36,883.37,892.66,892.66,8371502,TCS.BO
2020-08-31,717.49,719.31,709.53,714.73,714.73,9492266,HDFCBANK.BO
2020-08-31,1247.0,1258.17,1238.5,1247.82,1247.82,5680482,ICICIBANK.BO
2020-08-31,770.66,777.06,768.58,771.02,771.02,5510459,INFY.BO
2020-08-31,366.99,367.5,365.23,366.22,366.22,4872820,RELIANCE.BO
2020-08-31,864.84,867.59,859.39,862.95,862.95,8465402,TCS.BO
2020-09-01,712.95,718.89,709.31,714.51,714.51,3698324,HDFCBANK.BO
2020-09-01,1245.74,1249.14,1234.36,1242.95,1242.95,3026932,ICICIBANK.BO
2020-09-01,766.62,772.94,762.01,769.4,769.4,3209469,INFY.BO
2020-09-01,370.44,372.6,370.21,370.66,370.66,2929133,RELIANCE.BO
2020-09-01,877.37,878.42,871.65,872.47,872.47,5690276,TCS.BO
2020-09-02,695.32,704.63,694.1,700.53,700.53,3970503,HDFCBANK.BO
2020-09-02,1265.49,1272.53,1260.79,1272.11,1272.11,7105945,ICICIBANK.BO
2020-09-02,778.05,780.92,770.37,777.91,777.91,2814600,INFY.BO
2020-09-02,365.84,368.43,363.53,363.91,363.91,8407025,RELIANCE.BO
2020-09-02,851.56,857.28,839.11,841.51,841.51,1281833,TCS.BO
2020-09-03,688.32,694.64,685.22,689.56,689.56,3498196,HDFCBANK.BO
2020-09-03,1287.18,1299.62,1263.42,1267.18,1267.18,6946689,ICICIBANK.BO
2020-09-03,765.17,768.14,764.81,765.58,765.58,731924,INFY.BO
2020-09-03,357.15,359.38,354.25,356.59,356.59,3945326,RELIANCE.BO
2020-09-03,847.44,855.09,841.05,854.19,854.19,2966230,TCS.BO
2020-09-04,674.85,676.7,671.55,675.65,675.65,3036489,HDFCBANK.BO
2020-09-04,1240.67,1241.2,1226.67,1230.61,1230.61,6239056,ICICIBANK.BO
2020-09-04,757.32,766.86,751.48,759.73,759.73,5982363,INFY.BO
2020-09-04,355.93,361.75,355.57,358.18,358.18,582745,RELIANCE.BO
2020-09-04,837.13,848.19,834.46,846.27,846.27,4378415,TCS.BO
2020-09-05,685.46,691.62,682.58,682.77,682.77,3335869,HDFCBANK.BO
2020-09-05,1219.87,1227.65,1211.85,1218.26,1218.26,187551,ICICIBANK.BO
2020-09-05,781.89,784.77,773.91,779.24,779.24,8814613,INFY.BO
2020-09-05,350.93,353.37,350.57,351.02,351.02,4289103,RELIANCE.BO
2020-09-05,834.64,848.18,826.57,842.61,842.61,7768452,TCS.BO
2020-09-06,662.68,668.55,660.81,663.17,663.17,6452924,HDFCBANK.BO
2020-09-06,1160.19,1167.24,1153.1,1157.04,1157.04,5378457,ICICIBANK.BO
2020-09-06,796.3,799.75,785.59,793.38,793.38,4131059,INFY.BO
2020-09-06,359.94,361.4,357.05,357.16,357.16,359522,RELIANCE.BO
2020-09-06,819.8,823.56,809.72,815.96,815.96,276162,TCS.BO
2020-09-07,677.03,683.2,674.82,679.4,679.4,7598071,HDFCBANK.BO
2020-09-07,1181.99,1187.2,1164.67,1175.85,1175.85,4646548,ICICIBANK.BO
2020-09-07,811.39,812.14,802.16,806.5,806.5,8018251,INFY.BO
2020-09-07,351.85,354.43,348.57,351.99,351.99,1832067,RELIANCE.BO
2020-09-07,844.46,851.63,835.0,841.37,841.37,9135404,TCS.BO
2020-09-08,651.45,656.71,649.77,652.8,652.8,5593295,HDFCBANK.BO
2020-09-08,1173.81,1177.21,1165.07,1175.17,1175.17,7813803,ICICIBANK.BO
2020-09-08,806.38,810.62,794.34,800.59,800.59,1785820,INFY.BO
2020-09-08,348.83,352.14,347.1,349.38,349.38,7540297,RELIANCE.BO
2020-09-08,852.86,858.55,840.08,848.02,848.02,432136,TCS.BO
2020-09-09,650.8,652.14,641.83,645.82,645.82,3012746,HDFCBANK.BO
2020-09-09,1183.08,1190.7,1179.34,1188.61,1188.61,9200772,ICICIBANK.BO
2020-09-09,798.24,798.73,785.72,793.64,793.64,9484620,INFY.BO
2020-09-09,361.67,365.86,359.16,364.68,364.68,8889353,RELIANCE.BO
2020-09-09,815.91,824.69,808.49,818.27,818.27,7557112,TCS.BO
2020-09-10,625.79,631.3,620.95,626.21,626.21,3758227,HDFCBANK.BO
2020-09-10,1246.09,1252.77,1232.88,1241.41,1241.41,2246000,ICICIBANK.BO
2020-09-10,809.28,814.98,802.33,809.71,809.71,3803893,INFY.BO
2020-09-10,374.8,375.23,364.3,367.38,367.38,9326231,RELIANCE.BO
2020-09-10,831.38,834.87,830.69,833.02,833.02,5009364,TCS.BO
2020-09-11,651.73,652.2,646.48,648.5,648.5,5603059,HDFCBANK.BO
2020-09-11,1247.39,1251.33,1234.27,1244.56,1244.56,3810220,ICICIBANK.BO
2020-09-11,786.3,791.92,786.04,787.34,787.34,3512580,INFY.BO
2020-09-11,371.83,374.45,369.35,374.14,374.14,6538736,RELIANCE.BO
2020-09-11,811.73,819.97,809.73,817.76,817.76,1424032,TCS.BO
2020-09-12,673.29,679.1,666.67,671.09,671.09,7260164,HDFCBANK.BO
2020-09-12,1259.38,1265.04,1253.27,1256.3,1256.3,8281630,ICICIBANK.BO
2020-09-12,775.08,775.45,769.69,773.0,773.0,6527662,INFY.BO
2020-09-12,378.61,380.65,373.23,374.07,374.07,8128398,RELIANCE.BO
2020-09-12,828.1,839.55,820.52,833.91,833.91,2405878,TCS.BO
2020-09-13,677.72,683.94,672.55,676.11,676.11,8852091,HDFCBANK.BO
2020-09-13,1288.05,1297.48,1281.68,1283.33,1283.33,9079998,ICICIBANK.BO
2020-09-13,789.76,793.37,788.93,790.36,790.36,9211232,INFY.BO
2020-09-13,367.47,371.9,364.85,371.79,371.79,3665911,RELIANCE.BO
2020-09-13,833.57,837.13,829.52,830.02,830.02,3901492,TCS.BO
2020-09-14,683.59,685.23,673.26,679.34,679.34,5053464,HDFCBANK.BO
2020-09-14,1334.39,1336.65,1320.88,1323.11,1323.11,4239543,ICICIBANK.BO
2020-09-14,778.71,779.93,765.35,772.19,772.19,119773,INFY.BO
2020-09-14,370.09,371.94,364.24,367.42,367.42,1067079,RELIANCE.BO
2020-09-14,834.19,841.9,826.35,833.71,833.71,5993440,TCS.BO
2020-09-15,698.41,704.01,695.21,696.15,696.15,7093508,HDFCBANK.BO
2020-09-15,1290.9,1298.56,1278.86,1290.45,1290.45,1312217,ICICIBANK.BO
2020-09-15,769.14,774.34,761.78,767.33,767.33,8624307,INFY.BO
2020-09-15,368.62,370.94,364.96,369.97,369.97,7365360,RELIANCE.BO
2020-09-15,831.9,836.58,825.63,829.06,829.06,5517873,TCS.BO
2020-09-16,695.3,695.61,695.03,695.08,695.08,1174940,HDFCBANK.BO
2020-09-16,1265.59,1277.77,1253.75,1270.48,1270.48,3155883,ICICIBANK.BO
2020-09-16,759.11,761.46,750.36,756.96,756.96,9589105,INFY.BO
2020-09-16,365.75,371.09,364.11,368.63,368.63,9284674,RELIANCE.BO
2020-09-16,813.68,821.66,803.27,810.46,810.46,6183295,TCS.BO
2020-09-17,687.87,695.02,686.15,692.14,692.14,6034741,HDFCBANK.BO
2020-09-17,1265.67,1280.31,1260.47,1271.87,1271.87,105518,ICICIBANK.BO
2020-09-17,710.78,718.37,708.01,714.69,714.69,9289140,INFY.BO
2020-09-17,364.55,366.54,364.12,364.89,364.89,8824546,RELIANCE.BO
2020-09-17,840.35,842.22,824.52,832.72,832.72,9104451,TCS.BO
2020-09-18,697.92,698.05,690.24,696.5,696.5,4604718,HDFCBANK.BO
2020-09-18,1312.81,1327.63,1309.2,1316.06,1316.06,3939237,ICICIBANK.BO
2020-09-18,720.77,723.57,711.32,717.4,717.4,5998068,INFY.BO
2020-09-18,370.22,375.36,367.78,372.33,372.33,8897059,RELIANCE.BO
2020-09-18,821.65,827.36,814.99,817.24,817.24,4875381,TCS.BO
2020-09-19,708.94,713.36,705.28,707.1,707.1,2172491,HDFCBANK.BO
2020-09-19,1363.84,1367.54,1358.28,1358.95,1358.95,4042355,ICICIBANK.BO
2020-09-19,690.64,694.98,688.0,688.57,688.57,581506,INFY.BO
2020-09-19,371.21,371.84,369.73,371.08,371.08,2176997,RELIANCE.BO
2020-09-19,834.76,843.33,828.16,835.06,835.06,6031165,TCS.BO
2020-09-20,699.76,702.84,694.76,702.48,702.48,1710641,HDFCBANK.BO
2020-09-20,1363.63,1371.01,1355.44,1363.85,1363.85,7166016,ICICIBANK.BO
2020-09-20,711.15,714.04,707.09,707.53,707.53,2834306,INFY.BO
2020-09-20,370.2,372.33,367.9,369.54,369.54,8019917,RELIANCE.BO
2020-09-20,844.9,853.18,842.86,844.26,844.26,9989650,TCS.BO
2020-09-21,707.55,712.79,697.86,704.22,704.22,5768312,HDFCBANK.BO
2020-09-21,1404.55,1408.73,1404.4,1408.56,1408.56,6104262,ICICIBANK.BO
2020-09-21,705.61,709.81,703.55,703.62,703.62,5099676,INFY.BO
2020-09-21,367.9,373.52,364.25,370.33,370.33,7661157,RELIANCE.BO
2020-09-21,876.07,881.48,870.17,878.17,878.17,7105608,TCS.BO
2020-09-22,701.89,702.62,695.75,700.8,700.8,6668018,HDFCBANK.BO
2020-09-22,1401.86,1406.75,1386.1,1398.37,1398.37,8803387,ICICIBANK.BO
2020-09-22,710.71,719.22,710.47,714.32,714.32,2137332,INFY.BO
2020-09-22,373.67,377.37,369.19,372.16,372.16,5947022,RELIANCE.BO
2020-09-22,850.1,859.36,842.42,854.55,854.55,3929937,TCS.BO
2020-09-23,724.88,733.43,717.97,726.34,726.34,3298726,HDFCBANK.BO
2020-09-23,1412.17,1430.26,1407.33,1422.36,1422.36,2732290,ICICIBANK.BO
2020-09-23,682.9,691.39,681.96,685.84,685.84,7688627,INFY.BO
2020-09-23,365.93,369.21,364.29,367.92,367.92,1971497,RELIANCE.BO
2020-09-23,846.97,847.37,840.3,846.82,846.82,5921859,TCS.BO
2020-09-24,722.87,731.02,718.5,725.89,725.89,7161068,HDFCBANK.BO
2020-09-24,1422.5,1424.17,1417.46,1417.81,1417.81,3333179,ICICIBANK.BO
2020-09-24,694.08,698.51,691.94,693.45,693.45,6266738,INFY.BO
2020-09-24,357.86,359.77,352.12,355.51,355.51,3895879,RELIANCE.BO
2020-09-24,838.34,844.58,833.17,843.51,843.51,222637,TCS.BO
2020-09-25,694.69,698.22,691.62,693.5,693.5,3292333,HDFCBANK.BO
2020-09-25,1473.16,1490.4,1467.67,1477.73,1477.73,2020089,ICICIBANK.BO
2020-09-25,691.26,693.89,687.74,690.38,690.38,7469893,INFY.BO
2020-09-25,345.06,349.32,342.73,346.01,346.01,8548224,RELIANCE.BO
2020-09-25,828.76,834.35,828.44,830.12,830.12,3221256,TCS.BO
2020-09-26,705.27,710.39,698.38,703.66,703.66,6858042,HDFCBANK.BO
2020-09-26,1474.02,1496.26,1464.83,1485.28,1485.28,1439489,ICICIBANK.BO
2020-09-26,680.06,685.41,679.5,684.76,684.76,170907,INFY.BO
2020-09-26,344.88,345.91,341.7,345.71,345.71,2074532,RELIANCE.BO
2020-09-26,795.47,804.93,791.56,798.38,798.38,7877581,TCS.BO
2020-09-27,695.23,705.73,691.8,700.25,700.25,6445300,HDFCBANK.BO
2020-09-27,1439.11,1466.22,1428.49,1456.18,1456.18,8055670,ICICIBANK.BO
2020-09-27,668.38,669.92,663.11,666.68,666.68,4887322,INFY.BO
2020-09-27,328.55,329.89,325.79,328.3,328.3,8766737,RELIANCE.BO
2020-09-27,780.94,783.25,768.99,776.17,776.17,4077297,TCS.BO
2020-09-28,694.8,703.27,691.23,701.01,701.01,6606716,HDFCBANK.BO
2020-09-28,1461.86,1472.94,1459.85,1460.12,1460.12,1500461,ICICIBANK.BO
2020-09-28,644.35,647.84,643.78,647.29,647.29,5288059,INFY.BO
2020-09-28,329.45,330.38,326.94,329.45,329.45,4249533,RELIANCE.BO
2020-09-28,764.19,769.37,763.07,764.12,764.12,4386473,TCS.BO
2020-09-29,703.23,703.9,696.29,702.28,702.28,3834601,HDFCBANK.BO
2020-09-29,1477.59,1483.72,1468.12,1471.5,1471.5,344445,ICICIBANK.BO
2020-09-29,648.3,651.05,642.22,646.63,646.63,4091648,INFY.BO
2020-09-29,322.37,324.97,321.53,323.09,323.09,4561463,RELIANCE.BO
2020-09-29,771.91,779.29,762.65,770.15,770.15,5244695,TCS.BO
2020-09-30,691.69,698.76,685.01,696.37,696.37,3641018,HDFCBANK.BO
2020-09-30,1451.06,1461.3,1444.61,1460.39,1460.39,8450479,ICICIBANK.BO
